,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Company Type,Status
519,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,N/A,20.78,0.47,1.87,2.32,3.69,3.99,9.27,175.78,36830000000.0,41100000000.0,13.34,0.72,0.52,8.46,0.52,10440000000.0,8.46,N/A,4.05,32.70,15.20,5210000000.0,11.79,8490000000.0,2.05,45.07,4650000000.0,0.93,0.32,84.49,N/A,4.64,4.06,N/A,Energy,status
520,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,N/A,39.02,4.33,3.48,11.35,17.54,4.47,9.00,27.89,16030000000.000002,18720000000.0,29.00,2.36,5.06,19.90,5.06,940880000.0,19.90,N/A,3.11,3.70,7.70,1130000000.0,8.54,3340000000.0,2.36,34.82,644810000.0,0.94,0.18,90.80,N/A,2.98,2.20,N/A,Materials,status
521,N/A,N/A,vno,N/A,N/A,N/A,N/A,N/A,N/A,16.83,5.85,2.51,35.44,33.08,2.66,11.71,14.26,15770000000.0,24990000000.0,48.70,2.96,9.27,17.90,9.27,1480000000.0,17.90,N/A,4.63,45.10,1.50,1490000000.0,7.88,10890000000.0,6.28,31.03,998080000.0,1.08,9.42,92.31,N/A,2.45,1.64,N/A,Real Estate,status
522,N/A,N/A,vprt,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Real Estate,status
523,N/A,N/A,vrsn,N/A,N/A,N/A,N/A,N/A,N/A,31.33,9.85,10.01,39.92,60.28,18.62,1150000000.0,11.12,11330000000.0,11520000000.0,26.73,3.60,10.01,15.41,10.01,943920000.0,15.41,N/A,3.67,8.70,0.70,1810000000.0,18.1,1870000000.0,1.21,12.01,679850000.0,1.10,1.11,127.26,N/A,15.42,23.22,N/A,Information Technology,status
524,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,N/A,32.83,6.60,2.22,20.07,29.72,2.85,6.91,9.97,23240000000.0,34600000000.0,33.58,2.80,9.82,18.36,9.82,1880000000.0,18.36,N/A,1.97,6.10,5.40,103350000.0,0.29,11910000000.0,0.92,29.13,1440000000.0,0.11,0.42,93.81,N/A,4.44,3.06,N/A,Real Estate,status
525,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,N/A,13.17,1.69,8.30,12.88,22.48,7.16,68.95,30.30,209070000000.0,322210000000.0,13.28,10.65,2.61,7.33,2.61,74560000000.0,7.33,N/A,3.89,521.40,0.10,4580000000.0,1.12,117720000000.0,1.04,6.18,19730000000.0,0.69,0.03,66.15,N/A,2.05,0.72,N/A,Telecommunication Services,status
526,N/A,N/A,wag,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Telecommunication Services,status
527,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,N/A,29.87,7.13,6.28,24.26,30.08,8.80,22.99,27.55,15760000000.0,14530000000.0,24.65,2.75,6.57,18.96,6.57,1280000000.0,18.96,N/A,6.64,2.80,4.00,3130000000.0,39.16,1910000000.0,6.04,31.56,659910000.0,1.19,4.54,96.56,N/A,4.68,2.85,N/A,Health Care,status
528,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,N/A,59.22,1.23,2.04,2.08,11.63,4.43,3.52,66.29,23470000000.0,30030000000.0,6.81,0.25,1.57,7.01,1.57,6070000000.0,7.01,N/A,1.34,6380000000.0,38.50,6380000000.0,21.63,13150000000.0,2.55,38.84,3440000000.0,1.16,0.25,86.80,N/A,0.97,1.49,N/A,Information Technology,status
529,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,N/A,22.67,2.87,2.38,12.71,22.86,3.64,10.72,24.12,21820000000.0,32070000000.0,21.08,4.25,4.21,12.78,4.21,2640000000.0,12.78,N/A,3.05,9.80,1.80,36500000.0,0.12,10280000000.0,0.64,29.00,2150000000.0,0.20,0.18,74.14,N/A,5.28,2.39,N/A,Utilities,status
530,N/A,N/A,wfc,N/A,N/A,N/A,N/A,N/A,N/A,14.52,3.25,1.52,24.86,38.32,1.10,10.40,17.03,276740000000.0,226300000000.0,13.01,1.72,2.66,24.86,2.66,19520000000.0,24.86,N/A,3.87,18.60,0.80,393300000000.0,79.81,342200000000.0,36.99,36.99,1.05,1.05,79.58,0.00,N/A,0.23,0.00,N/A,Financials,status
531,N/A,N/A,wfm,N/A,N/A,N/A,N/A,N/A,N/A,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,N/A,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,N/A,N/A,N/A,N/A,N/A,N/A,Financials,status
532,N/A,N/A,wgo,N/A,N/A,N/A,N/A,N/A,N/A,26.97,1.27,4.10,4.39,6.37,8.50,17.64,45.99,1720000000.0,1970000000.0,15.93,3.16,1.45,17.02,1.45,222580000.0,17.02,N/A,2.00,34.30,75.10,24370000.0,0.77,287670000.0,1.68,13.18,88360000.0,1.91,3.75,88.53,N/A,7.52,0.00,N/A,Financials,status
533,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,N/A,16.76,0.57,2.58,3.61,6.69,4.38,13.32,280.68,12030000000.0,16660000000.0,10.60,1.41,0.79,8.13,0.79,3680000000.0,8.13,N/A,9.99,40.90,2.90,1040000000.0,14.26,5400000000.0,0.91,64.81,1420000000.0,1.59,0.69,96.33,N/A,6.2,6.44,N/A,Consumer Discretionary,status
534,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,N/A,2.16,0.09,0.81,0.00,7.34,5660000000.0,5660000000.0,38.24,486530000.0,2.16,2.16,0.02,0.00,0.00,0.00,2610000000.0,0.00,N/A,2.67,56500000.0,2610000000.0,56500000.0,10780000000.0,10780000000.0,3.30,3.30,927700000.0,0.41,1.58,67.36,N/A,15.43,19.54,N/A,Consumer Discretionary,status
535,N/A,N/A,wlp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Discretionary,status
536,N/A,N/A,wm,N/A,N/A,N/A,N/A,N/A,N/A,28.02,2.51,6.56,9.18,17.85,7.58,24.15,31.97,35520000000.0,48420000000.0,23.51,2.46,3.43,12.56,3.43,5120000000.0,12.56,N/A,2.92,26.10,7.40,0.07,0.07,9060000000.0,0.84,12.48,1560000000.0,0.66,0.65,80.39,N/A,0.01,0.00,N/A,Industrials,status
537,N/A,N/A,wmb,N/A,N/A,N/A,N/A,N/A,N/A,46.20,3.02,2.91,6.24,23.74,2.45,6.28,10.17,24220000000.0,45370000000.0,30.51,3.30,5.66,12.43,5.66,4190000000.0000005,12.43,N/A,0.63,1920000000.0,10.80,1920000000.0,2.32,23280000000.0,0.99,10.06,3460000000.0,1.64,0.12,87.18,N/A,1.91,1.69,N/A,Energy,status
538,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,N/A,23.39,0.59,3.81,2.60,4.60,7.05,17.00,160.74,290800000000.0,331970000000.0,20.80,3.78,0.68,10.10,0.68,124620000000.0,10.10,N/A,4.16,23.20,2.10,6470000000.0,2.17,47990000000.0,0.78,25.52,27960000000.0,0.12,52.79,30.89,N/A,5.86,2.89,N/A,Consumer Staples,status
539,N/A,N/A,wpo,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Staples,status
540,N/A,N/A,wpx,N/A,N/A,N/A,N/A,N/A,N/A,654.00,5.19,1.28,22.21,9.56,0.76,5.37,2.75,5210000000.0,7630000000.0,654.00,0.39,7.60,13.42,7.60,0.71,13.42,N/A,0.71,0.02,1.70,0.02,0.02,2600000000.0,0.63,10.23,210750000.0,2.83,0.85,102.65,N/A,2.57,6.90,N/A,Consumer Staples,status
541,N/A,N/A,wtw,N/A,N/A,N/A,N/A,N/A,N/A,27.64,2.28,3.79,8.51,19.69,11.94,1220000000.0,19.05,2780000000.0,4620000000.0,23.97,1.84,3.79,15.80,3.79,585500000.0,15.80,N/A,1.56,48.10,10.30,104480000.0,1.62,1950000000.0,0.79,17.76,170790000.0,4.40,11.17,88.26,N/A,7.52,39.49,N/A,Consumer Staples,status
542,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,N/A,50.67,1.67,13.84,3.50,20.03,7.23,19.25,11.31,9050000000.0,11700000000.0,10.71,1.76,2.15,8.66,2.15,2150000000.0,8.66,N/A,0.39,19.00,0.20,1060000000.0,2.29,3630000000.0,0.29,1.42,532299999.99999994,0.99,0.25,107.28,N/A,12.23,13.63,N/A,Information Technology,status
543,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,N/A,27.83,3.92,2.93,14.07,16.93,3.52,4.37,9.08,26720000000.0,33049999999.999996,27.23,6.00,4.85,19.53,4.85,1440000000.0,19.53,N/A,1.27,85.70,8.80,0.93,0.93,7110000000.0,1.37,12.08,1720000000.0,1.52,1.10,77.48,N/A,4.42,1.88,N/A,Real Estate,status
544,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,N/A,20.57,2.16,19.55,11.04,20.79,6.72,84.49,49.31,11320000000.0,16820000000.0,16.42,1.44,3.21,12.51,3.21,2870000000.0,12.51,N/A,5.43,50.00,5.40,4.04,4.04,5760000000.0,0.95,5.71,749120000.0,1.42,2.79,97.16,N/A,4.48,5.17,N/A,Consumer Discretionary,status
545,N/A,N/A,wynn,N/A,N/A,N/A,N/A,N/A,N/A,59.51,3.02,59.29,5.03,13.42,4.04,192.85,53.27,16340000000.0,23100000000.0,24.43,3.78,4.26,18.46,4.26,1690000000.0,18.46,N/A,2.67,6.40,44.50,2620000000.0,25.73,9810000000.0,1.97,2.68,1400000000.0,2.21,22.08,74.76,N/A,0.00,0.00,N/A,Consumer Discretionary,status
546,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,N/A,185.44,0.46,2.01,0.24,2.95,2.23,1.21,65.65,5130000000.0,6530000000.0,12.21,2.05,0.58,7.79,0.58,0.16,7.79,N/A,0.16,1520000000.0,21.70,1520000000.0,8.7,2930000000.0,1.72,14.60,473750000.0,4.32,0.85,65.05,N/A,1.46,16.48,N/A,Consumer Discretionary,status
547,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,N/A,22.68,2.28,2.34,10.08,19.59,3.44,10.55,22.47,26080000000.0,41390000000.0,2.28,2.28,3.62,11.01,3.62,4290000000.0,11.01,N/A,2.27,15.50,5.80,68780000.0,0.14,15380000000.0,0.75,21.91,2920000000.0,0.07,0.20,75.38,N/A,3.81,2.07,N/A,Utilities,status
548,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,N/A,12.57,0.89,0.90,7.53,12.47,1.39,7.19,41.26,9840000000.0,7600000000.0,10.25,0.81,0.69,5.17,0.69,2820000000.0,5.17,N/A,3.06,588.90,5.30,5520000000.0,21.42,3210000000.0,0.50,42.85,590890000.0,0.82,42.63,0.00,N/A,3.26,2.41,N/A,Financials,status
549,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,N/A,29.16,7.17,6.66,26.22,29.02,8.66,24.44,9.52,17129999999.999998,15050000000.0,24.20,2.99,6.30,19.91,6.30,1640000000.0,19.91,N/A,2.34,2.60,7.00,3650000000.0,14.69,1740000000.0,9.61,10.24,786400000.0,0.96,0.30,98.22,N/A,9.07,11.22,N/A,Information Technology,status
550,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,N/A,30.09,1.64,1.97,5.43,2.66,1.04,6.76,51.14,353630000000.0,386480000000.0,20.16,1.09,1.79,13.99,1.79,82510000000.0,13.99,N/A,2.77,97.10,8.50,4040000000.0,0.95,41930000000.0,0.83,42.29,27870000000.0,0.65,0.12,53.34,N/A,2.67,0.86,N/A,Energy,status
551,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,N/A,22.55,3.95,2.09,20.57,13.50,2.91,10.14,16.66,15180000000.0,17030000000.000002,22.55,3.34,4.43,20.67,4.43,823800000.0,20.67,N/A,3.43,268399999.99999997,2.90,268399999.99999997,1.17,1610000000.0,2.34,31.67,456220000.0,1.41,0.73,100.00,N/A,4.53,2.61,N/A,Health Care,status
552,N/A,N/A,xrx,N/A,N/A,N/A,N/A,N/A,N/A,8.42,0.73,1.47,4.43,9.57,3.05,7.74,40.91,7570000000.0,11290000000.0,8.42,79.55,1.09,7.72,1.09,4260000000.0,7.72,N/A,1.89,5.10,8.10,1250000000.0,4.9,93.09,1.46,20.16,1400000000.0,0.90,6.42,87.96,N/A,1.39,1.93,N/A,Information Technology,status
553,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,N/A,44.55,2.93,5.24,6.58,12.33,5.71,12.25,23.55,12390000000.0,14570000000.0,24.73,2.16,3.45,20.16,3.45,1460000000.0,20.16,N/A,1.55,39.40,24.90,1.6,1.6,2410000000.0,1.63,13.18,335500000.0,1.01,29.12,0.00,N/A,4.54,3.40,N/A,Industrials,status
554,N/A,N/A,yhoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Industrials,status
555,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,N/A,22.14,4.48,5.99,22.38,27.68,15.77,6280000000.0,17.18,28110000000.0,37630000000.0,26.31,2.15,5.99,18.49,5.99,2870000000.0,18.49,N/A,3.77,38.70,4.00,2.82,2.82,9850000000.0,1.21,17.69,1060000000.0,0.67,0.22,76.88,N/A,2.4,1.42,N/A,Consumer Discretionary,status
556,N/A,N/A,zion,N/A,N/A,N/A,N/A,N/A,N/A,19.94,4.07,1.41,23.31,36.28,0.92,7.45,12.12,12840000000.0,12840000000.0,15.90,1.24,5.22,23.31,5.22,521010000.0,23.31,N/A,2.51,47.40,17.40,2180000000.0,10.79,4760000000.0,35.54,35.54,970070000.0,1.70,1.71,95.36,N/A,6.83,8.56,N/A,Financials,status
557,N/A,N/A,zlc,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Financials,status
558,N/A,N/A,zmh,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Financials,status
559,N/A,N/A,znga,N/A,N/A,N/A,N/A,N/A,N/A,30.46,4.44,2.17,10.50,8.70,2.22,5.03,0.88,3450000000.0,2770000000.0,30.46,1.37,3.56,49.78,3.56,502870000.0,49.78,N/A,0.09,738970000.0,15.10,738970000.0,0.85,3.44,3.44,1.82,81890000.0,0.41,2.01,80.85,N/A,1.86,2.02,N/A,Financials,status
